trial,run_seed,problem_size,algorithm,cost_km,runtime_s
1,1,150,LKH Algorithm,3345.4,1.94
1,2,150,Nearest Neighbor,11203.71,0.0
1,2,150,Ant Colony Optimization,5002.86,31.27
1,2,150,Lib Optimization,35421.91,9.24
1,2,150,LKH Algorithm,3345.4,1.94
1,3,150,Nearest Neighbor,11203.71,0.0
1,3,150,Ant Colony Optimization,4601.32,31.86
1,3,150,Lib Optimization,31413.65,8.18
1,3,150,LKH Algorithm,3345.4,1.96
1,4,150,Nearest Neighbor,11203.71,0.0
1,4,150,Ant Colony Optimization,4705.1,32.14
1,4,150,Lib Optimization,33142.41,8.82
1,4,150,LKH Algorithm,3345.4,1.93
1,5,150,Nearest Neighbor,11203.71,0.0
1,5,150,Ant Colony Optimization,4860.11,31.86
1,5,150,Lib Optimization,43662.12,6.84
1,5,150,LKH Algorithm,3345.4,1.95
1,6,150,Nearest Neighbor,11203.71,0.0
1,6,150,Ant Colony Optimization,4584.0,31.8
1,6,150,Lib Optimization,42987.11,5.62
1,6,150,LKH Algorithm,3345.4,1.94
1,7,150,Nearest Neighbor,11203.71,0.0
1,7,150,Ant Colony Optimization,4886.71,31.64
1,7,150,Lib Optimization,33595.98,7.47
1,7,150,LKH Algorithm,3345.4,1.92
1,8,150,Nearest Neighbor,11203.71,0.0
1,8,150,Ant Colony Optimization,4847.31,31.19
1,8,150,Lib Optimization,30921.09,6.64
1,8,150,LKH Algorithm,3345.4,1.91
1,9,150,Nearest Neighbor,11203.71,0.0
1,9,150,Ant Colony Optimization,4558.16,31.2
1,9,150,Lib Optimization,38280.87,4.67
1,9,150,LKH Algorithm,3345.4,1.92
2,0,150,Nearest Neighbor,8554.08,0.0
2,0,150,Ant Colony Optimization,5517.38,31.33
2,0,150,Lib Optimization,41614.41,6.26
2,0,150,LKH Algorithm,3803.55,1.86
2,1,150,Nearest Neighbor,8554.08,0.0
2,1,150,Ant Colony Optimization,5822.99,31.27
2,1,150,Lib Optimization,42287.35,5.59
2,1,150,LKH Algorithm,3803.55,1.86
2,2,150,Nearest Neighbor,8554.08,0.0
2,2,150,Ant Colony Optimization,5433.38,31.54
2,2,150,Lib Optimization,44312.86,7.83
2,2,150,LKH Algorithm,3803.55,1.88
2,3,150,Nearest Neighbor,8554.08,0.0
2,3,150,Ant Colony Optimization,5577.67,31.59
2,3,150,Lib Optimization,41227.75,6.94
2,3,150,LKH Algorithm,3803.55,1.87
2,4,150,Nearest Neighbor,8554.08,0.0
2,4,150,Ant Colony Optimization,5719.36,31.66
2,4,150,Lib Optimization,40868.95,6.43
2,4,150,LKH Algorithm,3803.55,1.88
2,5,150,Nearest Neighbor,8554.08,0.0
2,5,150,Ant Colony Optimization,5430.72,31.64
2,5,150,Lib Optimization,40315.64,7.01
2,5,150,LKH Algorithm,3803.55,1.88
2,6,150,Nearest Neighbor,8554.08,0.0
2,6,150,Ant Colony Optimization,5701.73,32.41
2,6,150,Lib Optimization,49347.37,3.6
2,6,150,LKH Algorithm,3803.55,1.85
2,7,150,Nearest Neighbor,8554.08,0.0
2,7,150,Ant Colony Optimization,5607.27,31.2
2,7,150,Lib Optimization,41671.12,6.84
2,7,150,LKH Algorithm,3803.55,1.85
2,8,150,Nearest Neighbor,8554.08,0.0
2,8,150,Ant Colony Optimization,5301.19,31.23
2,8,150,Lib Optimization,38411.27,6.57
2,8,150,LKH Algorithm,3803.55,1.86
2,9,150,Nearest Neighbor,8554.08,0.0
2,9,150,Ant Colony Optimization,5688.37,31.2
2,9,150,Lib Optimization,38250.49,7.31
2,9,150,LKH Algorithm,3803.55,1.86
3,0,150,Nearest Neighbor,11012.35,0.0
3,0,150,Ant Colony Optimization,5199.67,31.2
3,0,150,Lib Optimization,35547.13,6.3
3,0,150,LKH Algorithm,3773.08,1.82
3,1,150,Nearest Neighbor,11012.35,0.0
3,1,150,Ant Colony Optimization,5110.89,31.52
3,1,150,Lib Optimization,33795.57,8.66
3,1,150,LKH Algorithm,3773.08,1.83
3,2,150,Nearest Neighbor,11012.35,0.0
3,2,150,Ant Colony Optimization,5377.08,32.26
3,2,150,Lib Optimization,35631.68,7.19
3,2,150,LKH Algorithm,3773.08,1.82
3,3,150,Nearest Neighbor,11012.35,0.0
3,3,150,Ant Colony Optimization,5390.17,31.73
3,3,150,Lib Optimization,37403.48,6.66
3,3,150,LKH Algorithm,3773.08,1.84
3,4,150,Nearest Neighbor,11012.35,0.0
3,4,150,Ant Colony Optimization,5409.47,31.57
3,4,150,Lib Optimization,30065.88,9.42
3,4,150,LKH Algorithm,3773.08,1.84
3,5,150,Nearest Neighbor,11012.35,0.0
3,5,150,Ant Colony Optimization,5141.72,31.61
3,5,150,Lib Optimization,34922.42,8.35
3,5,150,LKH Algorithm,3773.08,1.81
3,6,150,Nearest Neighbor,11012.35,0.0
3,6,150,Ant Colony Optimization,5111.27,31.2
3,6,150,Lib Optimization,29562.2,6.6
3,6,150,LKH Algorithm,3773.08,1.81
3,7,150,Nearest Neighbor,11012.35,0.0
3,7,150,Ant Colony Optimization,5134.95,31.21
3,7,150,Lib Optimization,34578.04,6.81
3,7,150,LKH Algorithm,3773.08,1.82
3,8,150,Nearest Neighbor,11012.35,0.0
3,8,150,Ant Colony Optimization,5329.45,31.24
3,8,150,Lib Optimization,33820.96,8.64
3,8,150,LKH Algorithm,3773.08,1.81
3,9,150,Nearest Neighbor,11012.35,0.0
3,9,150,Ant Colony Optimization,4937.29,31.28
3,9,150,Lib Optimization,30518.07,6.96
3,9,150,LKH Algorithm,3773.08,1.82
4,0,150,Nearest Neighbor,9561.48,0.0
4,0,150,Ant Colony Optimization,4800.38,31.56
4,0,150,Lib Optimization,37897.53,7.45
4,0,150,LKH Algorithm,3645.25,1.93
4,1,150,Nearest Neighbor,9561.48,0.0
4,1,150,Ant Colony Optimization,5006.98,31.6
4,1,150,Lib Optimization,30855.03,8.02
4,1,150,LKH Algorithm,3645.25,1.93
4,2,150,Nearest Neighbor,9561.48,0.0
4,2,150,Ant Colony Optimization,5122.55,31.72
4,2,150,Lib Optimization,38433.48,6.98
4,2,150,LKH Algorithm,3645.25,1.92
4,3,150,Nearest Neighbor,9561.48,0.0
4,3,150,Ant Colony Optimization,5063.49,31.72
4,3,150,Lib Optimization,40387.62,7.97
4,3,150,LKH Algorithm,3645.25,1.92
4,4,150,Nearest Neighbor,9561.48,0.0
4,4,150,Ant Colony Optimization,5048.63,31.66
4,4,150,Lib Optimization,40420.98,7.24
4,4,150,LKH Algorithm,3645.25,1.91
4,5,150,Nearest Neighbor,9561.48,0.0
4,5,150,Ant Colony Optimization,5123.6,31.12
4,5,150,Lib Optimization,35733.8,8.38
4,5,150,LKH Algorithm,3645.25,1.9
4,6,150,Nearest Neighbor,9561.48,0.0
4,6,150,Ant Colony Optimization,5108.14,31.24
4,6,150,Lib Optimization,31161.38,7.28
4,6,150,LKH Algorithm,3645.25,1.9
4,7,150,Nearest Neighbor,9561.48,0.0
4,7,150,Ant Colony Optimization,4918.27,31.24
4,7,150,Lib Optimization,33498.07,9.31
4,7,150,LKH Algorithm,3645.25,1.91
4,8,150,Nearest Neighbor,9561.48,0.0
4,8,150,Ant Colony Optimization,5064.35,31.22
4,8,150,Lib Optimization,38166.26,6.16
4,8,150,LKH Algorithm,3645.25,1.92
4,9,150,Nearest Neighbor,9561.48,0.0
4,9,150,Ant Colony Optimization,4676.59,31.64
4,9,150,Lib Optimization,30950.13,7.83
4,9,150,LKH Algorithm,3645.25,1.91
5,0,150,Nearest Neighbor,15823.17,0.0
5,0,150,Ant Colony Optimization,6001.03,31.51
5,0,150,Lib Optimization,37141.38,6.58
5,0,150,LKH Algorithm,3870.67,1.95
5,1,150,Nearest Neighbor,15823.17,0.0
5,1,150,Ant Colony Optimization,5498.61,31.76
5,1,150,Lib Optimization,38030.13,7.58
5,1,150,LKH Algorithm,3870.67,1.96
5,2,150,Nearest Neighbor,15823.17,0.0
5,2,150,Ant Colony Optimization,5719.53,31.66
5,2,150,Lib Optimization,36531.35,7.65
5,2,150,LKH Algorithm,3870.67,1.97
5,3,150,Nearest Neighbor,15823.17,0.0
5,3,150,Ant Colony Optimization,5156.83,31.27
5,3,150,Lib Optimization,31796.68,7.31
5,3,150,LKH Algorithm,3870.67,1.93
5,4,150,Nearest Neighbor,15823.17,0.0
5,4,150,Ant Colony Optimization,5507.06,31.22
5,4,150,Lib Optimization,36683.83,8.07
5,4,150,LKH Algorithm,3870.67,1.93
5,5,150,Nearest Neighbor,15823.17,0.0
5,5,150,Ant Colony Optimization,5648.44,31.46
5,5,150,Lib Optimization,31433.01,8.48
5,5,150,LKH Algorithm,3870.67,1.93
5,6,150,Nearest Neighbor,15823.17,0.0
5,6,150,Ant Colony Optimization,5476.89,31.29
5,6,150,Lib Optimization,33865.42,7.94
5,6,150,LKH Algorithm,3870.67,1.93
5,7,150,Nearest Neighbor,15823.17,0.0
5,7,150,Ant Colony Optimization,5575.22,31.36
5,7,150,Lib Optimization,39374.37,6.44
5,7,150,LKH Algorithm,3870.67,1.96
5,8,150,Nearest Neighbor,15823.17,0.0
5,8,150,Ant Colony Optimization,5563.13,31.58
5,8,150,Lib Optimization,38869.06,7.73
5,8,150,LKH Algorithm,3870.67,1.95
5,9,150,Nearest Neighbor,15823.17,0.0
5,9,150,Ant Colony Optimization,5746.56,31.58
5,9,150,Lib Optimization,38937.15,4.84
5,9,150,LKH Algorithm,3870.67,1.95
6,0,150,Nearest Neighbor,6872.84,0.0
6,0,150,Ant Colony Optimization,4871.82,31.46
6,0,150,Lib Optimization,35610.47,7.89
6,0,150,LKH Algorithm,3450.0,2.05
6,1,150,Nearest Neighbor,6872.84,0.0
6,1,150,Ant Colony Optimization,4847.19,32.06
6,1,150,Lib Optimization,34401.7,9.27
6,1,150,LKH Algorithm,3450.0,2.07
6,2,150,Nearest Neighbor,6872.84,0.0
6,2,150,Ant Colony Optimization,4645.85,31.29
6,2,150,Lib Optimization,35181.46,8.06
6,2,150,LKH Algorithm,3450.0,2.03
6,3,150,Nearest Neighbor,6872.84,0.0
6,3,150,Ant Colony Optimization,4801.63,31.26
6,3,150,Lib Optimization,33305.75,7.39
6,3,150,LKH Algorithm,3450.0,2.05
6,4,150,Nearest Neighbor,6872.84,0.0
6,4,150,Ant Colony Optimization,4770.48,31.3
6,4,150,Lib Optimization,43277.72,6.37
6,4,150,LKH Algorithm,3450.0,2.05
6,5,150,Nearest Neighbor,6872.84,0.0
6,5,150,Ant Colony Optimization,5123.27,31.3
6,5,150,Lib Optimization,33248.2,7.72
6,5,150,LKH Algorithm,3450.0,2.04
6,6,150,Nearest Neighbor,6872.84,0.0
6,6,150,Ant Colony Optimization,4685.92,31.42
6,6,150,Lib Optimization,44221.94,5.15
6,6,150,LKH Algorithm,3450.0,2.05
6,7,150,Nearest Neighbor,6872.84,0.0
6,7,150,Ant Colony Optimization,4474.5,32.1
6,7,150,Lib Optimization,38115.17,6.83
6,7,150,LKH Algorithm,3450.0,2.07
6,8,150,Nearest Neighbor,6872.84,0.0
6,8,150,Ant Colony Optimization,4823.56,31.47
6,8,150,Lib Optimization,36638.79,7.1
6,8,150,LKH Algorithm,3450.0,2.06
6,9,150,Nearest Neighbor,6872.84,0.0
6,9,150,Ant Colony Optimization,4366.57,31.5
6,9,150,Lib Optimization,39898.73,6.77
6,9,150,LKH Algorithm,3450.0,2.06
7,0,150,Nearest Neighbor,9587.52,0.0
7,0,150,Ant Colony Optimization,4979.75,31.67
7,0,150,Lib Optimization,35742.37,8.76
7,0,150,LKH Algorithm,3622.43,2.01
7,1,150,Nearest Neighbor,9587.52,0.0
7,1,150,Ant Colony Optimization,5113.92,31.32
7,1,150,Lib Optimization,30666.91,6.66
7,1,150,LKH Algorithm,3622.43,2.0
7,2,150,Nearest Neighbor,9587.52,0.0
7,2,150,Ant Colony Optimization,5045.95,31.41
7,2,150,Lib Optimization,39896.9,6.29
7,2,150,LKH Algorithm,3622.43,2.0
7,3,150,Nearest Neighbor,9587.52,0.0
7,3,150,Ant Colony Optimization,4732.34,31.31
7,3,150,Lib Optimization,36230.55,9.61
7,3,150,LKH Algorithm,3622.43,2.0
7,4,150,Nearest Neighbor,9587.52,0.0
7,4,150,Ant Colony Optimization,4932.83,31.28
7,4,150,Lib Optimization,41003.08,6.07
7,4,150,LKH Algorithm,3622.43,2.0
7,5,150,Nearest Neighbor,9587.52,0.0
7,5,150,Ant Colony Optimization,4815.74,31.51
7,5,150,Lib Optimization,35786.61,7.04
7,5,150,LKH Algorithm,3622.43,2.02
7,6,150,Nearest Neighbor,9587.52,0.0
7,6,150,Ant Colony Optimization,4815.95,31.53
7,6,150,Lib Optimization,35763.27,6.84
7,6,150,LKH Algorithm,3622.43,2.02
7,7,150,Nearest Neighbor,9587.52,0.0
7,7,150,Ant Colony Optimization,4819.56,31.6
7,7,150,Lib Optimization,35258.53,8.02
7,7,150,LKH Algorithm,3622.43,2.03
7,8,150,Nearest Neighbor,9587.52,0.0
7,8,150,Ant Colony Optimization,4602.06,31.53
7,8,150,Lib Optimization,32593.61,6.18
7,8,150,LKH Algorithm,3622.43,2.02
7,9,150,Nearest Neighbor,9587.52,0.0
7,9,150,Ant Colony Optimization,4935.19,32.12
7,9,150,Lib Optimization,30941.67,7.97
7,9,150,LKH Algorithm,3622.43,2.01
8,0,150,Nearest Neighbor,9355.63,0.0
8,0,150,Ant Colony Optimization,4614.73,31.21
8,0,150,Lib Optimization,40607.99,7.42
8,0,150,LKH Algorithm,3575.57,1.9
8,1,150,Nearest Neighbor,9355.63,0.0
8,1,150,Ant Colony Optimization,4644.73,31.33
8,1,150,Lib Optimization,38850.59,8.43
8,1,150,LKH Algorithm,3575.57,1.91
8,2,150,Nearest Neighbor,9355.63,0.0
8,2,150,Ant Colony Optimization,5088.99,31.43
8,2,150,Lib Optimization,41366.02,6.56
8,2,150,LKH Algorithm,3575.57,2.54
8,3,150,Nearest Neighbor,9355.63,0.0
8,3,150,Ant Colony Optimization,4909.0,31.27
8,3,150,Lib Optimization,38516.3,6.22
8,3,150,LKH Algorithm,3575.57,1.89
8,4,150,Nearest Neighbor,9355.63,0.0
8,4,150,Ant Colony Optimization,4953.71,31.48
8,4,150,Lib Optimization,39062.73,6.15
8,4,150,LKH Algorithm,3575.57,1.89
8,5,150,Nearest Neighbor,9355.63,0.0
8,5,150,Ant Colony Optimization,4913.73,31.67
8,5,150,Lib Optimization,37622.13,7.86
8,5,150,LKH Algorithm,3575.57,1.91
8,6,150,Nearest Neighbor,9355.63,0.0
8,6,150,Ant Colony Optimization,5073.4,31.61
8,6,150,Lib Optimization,40162.57,5.37
8,6,150,LKH Algorithm,3575.57,1.93
8,7,150,Nearest Neighbor,9355.63,0.0
8,7,150,Ant Colony Optimization,4572.81,31.56
8,7,150,Lib Optimization,38776.13,7.19
8,7,150,LKH Algorithm,3575.57,1.92
8,8,150,Nearest Neighbor,9355.63,0.0
8,8,150,Ant Colony Optimization,5048.48,31.36
8,8,150,Lib Optimization,37672.83,5.55
8,8,150,LKH Algorithm,3575.57,1.9
8,9,150,Nearest Neighbor,9355.63,0.0
8,9,150,Ant Colony Optimization,4561.78,31.27
8,9,150,Lib Optimization,39786.42,7.0
8,9,150,LKH Algorithm,3575.57,1.91
9,0,150,Nearest Neighbor,6655.73,0.0
9,0,150,Ant Colony Optimization,5372.78,31.33
9,0,150,Lib Optimization,38089.22,7.4
9,0,150,LKH Algorithm,3821.75,1.93
9,1,150,Nearest Neighbor,6655.73,0.0
9,1,150,Ant Colony Optimization,5192.07,31.44
9,1,150,Lib Optimization,36053.86,6.47
9,1,150,LKH Algorithm,3821.75,1.93
9,2,150,Nearest Neighbor,6655.73,0.0
9,2,150,Ant Colony Optimization,5641.92,31.26
9,2,150,Lib Optimization,41198.75,6.8
9,2,150,LKH Algorithm,3821.75,1.94
9,3,150,Nearest Neighbor,6655.73,0.0
9,3,150,Ant Colony Optimization,5471.8,31.59
9,3,150,Lib Optimization,47445.22,5.78
9,3,150,LKH Algorithm,3821.75,1.94
9,4,150,Nearest Neighbor,6655.73,0.0
9,4,150,Ant Colony Optimization,5116.86,31.52
9,4,150,Lib Optimization,32549.33,8.28
9,4,150,LKH Algorithm,3821.75,1.95
9,5,150,Nearest Neighbor,6655.73,0.0
9,5,150,Ant Colony Optimization,5413.1,31.55
9,5,150,Lib Optimization,36631.73,6.44
9,5,150,LKH Algorithm,3821.75,1.96
9,6,150,Nearest Neighbor,6655.73,0.0
9,6,150,Ant Colony Optimization,5329.95,31.56
9,6,150,Lib Optimization,38270.83,6.55
9,6,150,LKH Algorithm,3821.75,1.97
9,7,150,Nearest Neighbor,6655.73,0.0
9,7,150,Ant Colony Optimization,5394.42,31.71
9,7,150,Lib Optimization,39332.96,6.6
9,7,150,LKH Algorithm,3821.75,1.93
9,8,150,Nearest Neighbor,6655.73,0.0
9,8,150,Ant Colony Optimization,5578.89,31.13
9,8,150,Lib Optimization,36943.01,7.49
9,8,150,LKH Algorithm,3821.75,1.93
9,9,150,Nearest Neighbor,6655.73,0.0
9,9,150,Ant Colony Optimization,5479.09,31.14
9,9,150,Lib Optimization,39793.01,5.53
9,9,150,LKH Algorithm,3821.75,1.94
10,0,150,Nearest Neighbor,7760.65,0.0
10,0,150,Ant Colony Optimization,5249.96,31.32
10,0,150,Lib Optimization,36665.27,6.9
10,0,150,LKH Algorithm,3611.37,1.94
10,1,150,Nearest Neighbor,7760.65,0.0
10,1,150,Ant Colony Optimization,5099.47,31.13
10,1,150,Lib Optimization,38359.22,6.31
10,1,150,LKH Algorithm,3611.37,1.94
10,2,150,Nearest Neighbor,7760.65,0.0
10,2,150,Ant Colony Optimization,5301.24,31.6
10,2,150,Lib Optimization,33959.08,7.61
10,2,150,LKH Algorithm,3611.37,1.96
10,3,150,Nearest Neighbor,7760.65,0.0
10,3,150,Ant Colony Optimization,5011.71,31.78
10,3,150,Lib Optimization,35574.2,7.64
10,3,150,LKH Algorithm,3611.37,1.96
10,4,150,Nearest Neighbor,7760.65,0.0
10,4,150,Ant Colony Optimization,4990.49,32.4
10,4,150,Lib Optimization,39931.11,7.28
10,4,150,LKH Algorithm,3611.37,1.97
10,5,150,Nearest Neighbor,7760.65,0.0
10,5,150,Ant Colony Optimization,4881.39,31.61
10,5,150,Lib Optimization,29762.37,6.08
10,5,150,LKH Algorithm,3611.37,1.98
10,6,150,Nearest Neighbor,7760.65,0.0
10,6,150,Ant Colony Optimization,5155.51,31.41
10,6,150,Lib Optimization,35622.92,6.63
10,6,150,LKH Algorithm,3611.37,1.94
10,7,150,Nearest Neighbor,7760.65,0.0
10,7,150,Ant Colony Optimization,5164.98,31.23
10,7,150,Lib Optimization,32408.42,7.04
10,7,150,LKH Algorithm,3611.37,1.93
10,8,150,Nearest Neighbor,7760.65,0.0
10,8,150,Ant Colony Optimization,5091.2,31.38
10,8,150,Lib Optimization,37079.67,6.45
10,8,150,LKH Algorithm,3611.37,1.95
10,9,150,Nearest Neighbor,7760.65,0.0
10,9,150,Ant Colony Optimization,5202.04,31.21
10,9,150,Lib Optimization,33413.24,6.73
10,9,150,LKH Algorithm,3611.37,1.94
11,0,150,Nearest Neighbor,8762.37,0.0
11,0,150,Ant Colony Optimization,5477.06,31.17
11,0,150,Lib Optimization,31655.67,7.81
11,0,150,LKH Algorithm,3743.95,1.89
11,1,150,Nearest Neighbor,8762.37,0.0
11,1,150,Ant Colony Optimization,5181.61,31.56
11,1,150,Lib Optimization,39319.04,7.38
11,1,150,LKH Algorithm,3743.95,1.92
11,2,150,Nearest Neighbor,8762.37,0.0
11,2,150,Ant Colony Optimization,5668.21,31.52
11,2,150,Lib Optimization,28909.87,7.95
11,2,150,LKH Algorithm,3743.95,1.9
11,3,150,Nearest Neighbor,8762.37,0.0
11,3,150,Ant Colony Optimization,5480.6,31.75
11,3,150,Lib Optimization,37450.67,6.91
11,3,150,LKH Algorithm,3743.95,1.9
11,4,150,Nearest Neighbor,8762.37,0.0
11,4,150,Ant Colony Optimization,5398.89,31.66
11,4,150,Lib Optimization,33134.72,6.86
11,4,150,LKH Algorithm,3743.95,1.91
11,5,150,Nearest Neighbor,8762.37,0.0
11,5,150,Ant Colony Optimization,5644.1,31.44
11,5,150,Lib Optimization,30120.94,7.72
11,5,150,LKH Algorithm,3743.95,1.88
11,6,150,Nearest Neighbor,8762.37,0.0
11,6,150,Ant Colony Optimization,5418.26,31.19
11,6,150,Lib Optimization,33917.0,7.45
11,6,150,LKH Algorithm,3743.95,1.88
11,7,150,Nearest Neighbor,8762.37,0.0
11,7,150,Ant Colony Optimization,5281.44,31.28
11,7,150,Lib Optimization,28648.79,7.0
11,7,150,LKH Algorithm,3743.95,1.88
11,8,150,Nearest Neighbor,8762.37,0.0
11,8,150,Ant Colony Optimization,5777.75,31.18
11,8,150,Lib Optimization,33887.63,6.6
11,8,150,LKH Algorithm,3743.95,1.88
11,9,150,Nearest Neighbor,8762.37,0.0
11,9,150,Ant Colony Optimization,5354.34,31.25
11,9,150,Lib Optimization,34577.13,7.4
11,9,150,LKH Algorithm,3743.95,1.89
12,0,150,Nearest Neighbor,10923.8,0.0
12,0,150,Ant Colony Optimization,4200.15,31.6
12,0,150,Lib Optimization,40278.43,6.72
12,0,150,LKH Algorithm,3284.68,1.98
12,1,150,Nearest Neighbor,10923.8,0.0
12,1,150,Ant Colony Optimization,4174.55,31.99
12,1,150,Lib Optimization,40634.64,5.07
12,1,150,LKH Algorithm,3284.68,1.99
12,2,150,Nearest Neighbor,10923.8,0.0
12,2,150,Ant Colony Optimization,4423.29,32.35
12,2,150,Lib Optimization,31745.7,9.73
12,2,150,LKH Algorithm,3284.68,1.98
12,3,150,Nearest Neighbor,10923.8,0.0
12,3,150,Ant Colony Optimization,4028.98,32.27
12,3,150,Lib Optimization,36800.89,7.47
12,3,150,LKH Algorithm,3284.68,1.98
12,4,150,Nearest Neighbor,10923.8,0.0
12,4,150,Ant Colony Optimization,4159.87,31.27
12,4,150,Lib Optimization,31964.06,8.19
12,4,150,LKH Algorithm,3284.68,1.94
12,5,150,Nearest Neighbor,10923.8,0.0
12,5,150,Ant Colony Optimization,4211.87,31.22
12,5,150,Lib Optimization,36358.78,6.85
12,5,150,LKH Algorithm,3284.68,1.96
12,6,150,Nearest Neighbor,10923.8,0.0
12,6,150,Ant Colony Optimization,4356.07,31.25
12,6,150,Lib Optimization,36854.64,6.38
12,6,150,LKH Algorithm,3284.68,1.96
12,7,150,Nearest Neighbor,10923.8,0.0
12,7,150,Ant Colony Optimization,4469.68,31.3
12,7,150,Lib Optimization,31170.87,7.63
12,7,150,LKH Algorithm,3284.68,1.95
12,8,150,Nearest Neighbor,10923.8,0.0
12,8,150,Ant Colony Optimization,4530.25,31.33
12,8,150,Lib Optimization,32262.43,7.92
12,8,150,LKH Algorithm,3284.68,1.97
12,9,150,Nearest Neighbor,10923.8,0.0
12,9,150,Ant Colony Optimization,4346.07,31.53
12,9,150,Lib Optimization,28307.07,8.23
12,9,150,LKH Algorithm,3284.68,1.97
13,0,150,Nearest Neighbor,15732.57,0.0
13,0,150,Ant Colony Optimization,5372.07,31.61
13,0,150,Lib Optimization,34334.0,8.37
13,0,150,LKH Algorithm,3783.81,2.02
13,1,150,Nearest Neighbor,15732.57,0.0
13,1,150,Ant Colony Optimization,5515.47,31.55
13,1,150,Lib Optimization,37317.2,6.45
13,1,150,LKH Algorithm,3783.81,2.0
13,2,150,Nearest Neighbor,15732.57,0.0
13,2,150,Ant Colony Optimization,5189.03,31.69
13,2,150,Lib Optimization,29922.69,7.98
13,2,150,LKH Algorithm,3783.81,2.0
13,3,150,Nearest Neighbor,15732.57,0.0
13,3,150,Ant Colony Optimization,5556.76,31.62
13,3,150,Lib Optimization,36552.96,6.35
13,3,150,LKH Algorithm,3783.81,1.97
13,4,150,Nearest Neighbor,15732.57,0.0
13,4,150,Ant Colony Optimization,5538.63,31.27
13,4,150,Lib Optimization,33787.2,6.74
13,4,150,LKH Algorithm,3783.81,1.98
13,5,150,Nearest Neighbor,15732.57,0.0
13,5,150,Ant Colony Optimization,5115.13,31.27
13,5,150,Lib Optimization,30985.72,9.05
13,5,150,LKH Algorithm,3783.81,1.98
13,6,150,Nearest Neighbor,15732.57,0.0
13,6,150,Ant Colony Optimization,5410.11,31.26
13,6,150,Lib Optimization,36631.35,6.73
13,6,150,LKH Algorithm,3783.81,1.99
13,7,150,Nearest Neighbor,15732.57,0.0
13,7,150,Ant Colony Optimization,5561.03,31.42
13,7,150,Lib Optimization,30403.44,5.77
13,7,150,LKH Algorithm,3783.81,2.0
13,8,150,Nearest Neighbor,15732.57,0.0
13,8,150,Ant Colony Optimization,5278.38,31.58
13,8,150,Lib Optimization,39698.15,5.85
13,8,150,LKH Algorithm,3783.81,1.99
13,9,150,Nearest Neighbor,15732.57,0.0
13,9,150,Ant Colony Optimization,5541.67,32.21
13,9,150,Lib Optimization,40558.75,5.47
13,9,150,LKH Algorithm,3783.81,2.0
14,0,150,Nearest Neighbor,6215.27,0.0
14,0,150,Ant Colony Optimization,5350.78,32.27
14,0,150,Lib Optimization,36154.83,7.53
14,0,150,LKH Algorithm,3593.34,1.94
14,1,150,Nearest Neighbor,6215.27,0.0
14,1,150,Ant Colony Optimization,4931.47,32.31
14,1,150,Lib Optimization,31008.42,6.77
14,1,150,LKH Algorithm,3593.34,1.92
14,2,150,Nearest Neighbor,6215.27,0.0
14,2,150,Ant Colony Optimization,5511.33,31.22
14,2,150,Lib Optimization,37217.35,6.29
14,2,150,LKH Algorithm,3593.34,1.92
14,3,150,Nearest Neighbor,6215.27,0.0
14,3,150,Ant Colony Optimization,5251.13,31.22
14,3,150,Lib Optimization,35948.21,5.74
14,3,150,LKH Algorithm,3593.34,1.92
14,4,150,Nearest Neighbor,6215.27,0.0
14,4,150,Ant Colony Optimization,5507.45,31.25
14,4,150,Lib Optimization,33389.34,7.47
14,4,150,LKH Algorithm,3593.34,1.92
14,5,150,Nearest Neighbor,6215.27,0.0
14,5,150,Ant Colony Optimization,5341.31,31.27
14,5,150,Lib Optimization,39249.84,6.69
14,5,150,LKH Algorithm,3593.34,1.92
14,6,150,Nearest Neighbor,6215.27,0.0
14,6,150,Ant Colony Optimization,5919.55,31.48
14,6,150,Lib Optimization,33288.49,5.8
14,6,150,LKH Algorithm,3593.34,1.94
14,7,150,Nearest Neighbor,6215.27,0.0
14,7,150,Ant Colony Optimization,5256.75,31.55
14,7,150,Lib Optimization,34564.2,7.48
14,7,150,LKH Algorithm,3593.34,1.94
14,8,150,Nearest Neighbor,6215.27,0.0
14,8,150,Ant Colony Optimization,4965.12,31.6
14,8,150,Lib Optimization,35482.33,8.6
14,8,150,LKH Algorithm,3593.34,1.95
14,9,150,Nearest Neighbor,6215.27,0.0
14,9,150,Ant Colony Optimization,5358.91,31.52
14,9,150,Lib Optimization,32697.61,8.03
14,9,150,LKH Algorithm,3593.34,1.94
15,0,150,Nearest Neighbor,7102.26,0.0
15,0,150,Ant Colony Optimization,5100.83,31.72
15,0,150,Lib Optimization,32469.72,6.77
15,0,150,LKH Algorithm,3650.73,1.94
15,1,150,Nearest Neighbor,7102.26,0.0
15,1,150,Ant Colony Optimization,5163.9,31.37
15,1,150,Lib Optimization,35894.55,8.2
15,1,150,LKH Algorithm,3650.73,1.94
15,2,150,Nearest Neighbor,7102.26,0.0
15,2,150,Ant Colony Optimization,5335.25,31.35
15,2,150,Lib Optimization,34063.48,7.47
15,2,150,LKH Algorithm,3650.73,1.94
15,3,150,Nearest Neighbor,7102.26,0.0
15,3,150,Ant Colony Optimization,5130.24,31.3
15,3,150,Lib Optimization,30799.26,8.04
15,3,150,LKH Algorithm,3650.73,1.94
15,4,150,Nearest Neighbor,7102.26,0.0
