trial,run_seed,problem_size,algorithm,cost_km,runtime_s
30,8,50,Lib Optimization,10748.68,0.69
30,8,50,LKH Algorithm,2273.62,0.4
30,9,50,Nearest Neighbor,5682.48,0.0
30,9,50,Ant Colony Optimization,2500.2,6.83
30,9,50,Lib Optimization,10991.67,0.78
30,9,50,LKH Algorithm,2273.62,0.4
31,0,50,Nearest Neighbor,6153.74,0.0
31,0,50,Ant Colony Optimization,2513.59,6.76
31,0,50,Lib Optimization,9567.37,0.98
31,0,50,LKH Algorithm,2089.6,0.35
31,1,50,Nearest Neighbor,6153.74,0.0
31,1,50,Ant Colony Optimization,2592.0,6.69
31,1,50,Lib Optimization,10292.81,0.58
31,1,50,LKH Algorithm,2089.6,0.35
31,2,50,Nearest Neighbor,6153.74,0.0
31,2,50,Ant Colony Optimization,2565.72,6.67
31,2,50,Lib Optimization,11883.47,0.73
31,2,50,LKH Algorithm,2089.6,0.35
31,3,50,Nearest Neighbor,6153.74,0.0
31,3,50,Ant Colony Optimization,2539.0,6.67
31,3,50,Lib Optimization,11552.73,0.74
31,3,50,LKH Algorithm,2089.6,0.35
31,4,50,Nearest Neighbor,6153.74,0.0
31,4,50,Ant Colony Optimization,2660.47,6.66
31,4,50,Lib Optimization,11368.19,0.72
31,4,50,LKH Algorithm,2089.6,0.35
31,5,50,Nearest Neighbor,6153.74,0.0
31,5,50,Ant Colony Optimization,2714.36,6.67
31,5,50,Lib Optimization,15918.54,0.62
31,5,50,LKH Algorithm,2089.6,0.35
31,6,50,Nearest Neighbor,6153.74,0.0
31,6,50,Ant Colony Optimization,2623.81,6.67
31,6,50,Lib Optimization,10315.04,0.74
31,6,50,LKH Algorithm,2089.6,0.35
31,7,50,Nearest Neighbor,6153.74,0.0
31,7,50,Ant Colony Optimization,2502.29,6.67
31,7,50,Lib Optimization,7472.98,0.83
31,7,50,LKH Algorithm,2089.6,0.35
31,8,50,Nearest Neighbor,6153.74,0.0
31,8,50,Ant Colony Optimization,2523.12,6.68
31,8,50,Lib Optimization,12484.62,0.5
31,8,50,LKH Algorithm,2089.6,0.35
31,9,50,Nearest Neighbor,6153.74,0.0
31,9,50,Ant Colony Optimization,2553.5,6.69
31,9,50,Lib Optimization,11345.97,0.57
31,9,50,LKH Algorithm,2089.6,0.35
32,0,50,Nearest Neighbor,5325.06,0.0
32,0,50,Ant Colony Optimization,3460.27,6.69
32,0,50,Lib Optimization,10377.89,0.83
32,0,50,LKH Algorithm,2600.1,0.34
32,1,50,Nearest Neighbor,5325.06,0.0
32,1,50,Ant Colony Optimization,3392.3,6.69
32,1,50,Lib Optimization,14992.46,0.44
32,1,50,LKH Algorithm,2600.1,0.34
32,2,50,Nearest Neighbor,5325.06,0.0
32,2,50,Ant Colony Optimization,3385.17,6.69
32,2,50,Lib Optimization,11362.07,0.66
32,2,50,LKH Algorithm,2600.1,0.34
32,3,50,Nearest Neighbor,5325.06,0.0
32,3,50,Ant Colony Optimization,3360.11,6.68
32,3,50,Lib Optimization,12344.82,0.78
32,3,50,LKH Algorithm,2600.1,0.34
32,4,50,Nearest Neighbor,5325.06,0.0
32,4,50,Ant Colony Optimization,3358.93,6.69
32,4,50,Lib Optimization,12668.52,0.49
32,4,50,LKH Algorithm,2600.1,0.34
32,5,50,Nearest Neighbor,5325.06,0.0
32,5,50,Ant Colony Optimization,3407.08,6.68
32,5,50,Lib Optimization,9088.37,0.77
32,5,50,LKH Algorithm,2600.1,0.34
32,6,50,Nearest Neighbor,5325.06,0.0
32,6,50,Ant Colony Optimization,3378.4,6.68
32,6,50,Lib Optimization,10807.07,0.85
32,6,50,LKH Algorithm,2600.1,0.34
32,7,50,Nearest Neighbor,5325.06,0.0
32,7,50,Ant Colony Optimization,3551.41,6.68
32,7,50,Lib Optimization,11533.28,0.56
32,7,50,LKH Algorithm,2600.1,0.34
32,8,50,Nearest Neighbor,5325.06,0.0
32,8,50,Ant Colony Optimization,3294.3,6.69
32,8,50,Lib Optimization,12158.6,0.53
32,8,50,LKH Algorithm,2600.1,0.34
32,9,50,Nearest Neighbor,5325.06,0.0
32,9,50,Ant Colony Optimization,3442.92,6.69
32,9,50,Lib Optimization,11787.13,0.91
32,9,50,LKH Algorithm,2600.1,0.34
33,0,50,Nearest Neighbor,7661.21,0.0
33,0,50,Ant Colony Optimization,2774.52,6.67
33,0,50,Lib Optimization,10087.38,0.98
33,0,50,LKH Algorithm,2209.46,0.35
33,1,50,Nearest Neighbor,7661.21,0.0
33,1,50,Ant Colony Optimization,2709.67,6.69
33,1,50,Lib Optimization,11164.66,0.95
33,1,50,LKH Algorithm,2209.46,0.35
33,2,50,Nearest Neighbor,7661.21,0.0
33,2,50,Ant Colony Optimization,2820.01,6.73
33,2,50,Lib Optimization,9310.74,0.83
33,2,50,LKH Algorithm,2209.46,0.35
33,3,50,Nearest Neighbor,7661.21,0.0
33,3,50,Ant Colony Optimization,2686.42,6.88
33,3,50,Lib Optimization,9190.83,0.97
33,3,50,LKH Algorithm,2209.46,0.35
33,4,50,Nearest Neighbor,7661.21,0.0
33,4,50,Ant Colony Optimization,2774.67,6.86
33,4,50,Lib Optimization,10948.7,0.87
33,4,50,LKH Algorithm,2209.46,0.35
33,5,50,Nearest Neighbor,7661.21,0.0
33,5,50,Ant Colony Optimization,2695.25,6.88
33,5,50,Lib Optimization,14422.47,0.62
33,5,50,LKH Algorithm,2209.46,0.35
33,6,50,Nearest Neighbor,7661.21,0.0
33,6,50,Ant Colony Optimization,2709.97,6.97
33,6,50,Lib Optimization,11692.35,1.02
33,6,50,LKH Algorithm,2209.46,0.36
33,7,50,Nearest Neighbor,7661.21,0.0
33,7,50,Ant Colony Optimization,2695.25,6.92
33,7,50,Lib Optimization,10579.54,0.6
33,7,50,LKH Algorithm,2209.46,0.36
33,8,50,Nearest Neighbor,7661.21,0.0
33,8,50,Ant Colony Optimization,2776.86,6.89
33,8,50,Lib Optimization,13406.94,0.42
33,8,50,LKH Algorithm,2209.46,0.35
33,9,50,Nearest Neighbor,7661.21,0.0
33,9,50,Ant Colony Optimization,2761.66,6.86
33,9,50,Lib Optimization,11954.34,0.5
33,9,50,LKH Algorithm,2209.46,0.35
34,0,50,Nearest Neighbor,4589.78,0.0
34,0,50,Ant Colony Optimization,2973.31,6.88
34,0,50,Lib Optimization,11365.67,0.69
34,0,50,LKH Algorithm,2369.73,0.37
34,1,50,Nearest Neighbor,4589.78,0.0
34,1,50,Ant Colony Optimization,2879.76,6.89
34,1,50,Lib Optimization,14064.3,0.86
34,1,50,LKH Algorithm,2369.73,0.36
34,2,50,Nearest Neighbor,4589.78,0.0
34,2,50,Ant Colony Optimization,2993.45,6.88
34,2,50,Lib Optimization,9969.06,1.04
34,2,50,LKH Algorithm,2369.73,0.36
34,3,50,Nearest Neighbor,4589.78,0.0
34,3,50,Ant Colony Optimization,3030.22,6.92
34,3,50,Lib Optimization,13377.97,1.03
34,3,50,LKH Algorithm,2369.73,0.36
34,4,50,Nearest Neighbor,4589.78,0.0
34,4,50,Ant Colony Optimization,2913.87,6.9
34,4,50,Lib Optimization,9581.02,0.81
34,4,50,LKH Algorithm,2369.73,0.36
34,5,50,Nearest Neighbor,4589.78,0.0
34,5,50,Ant Colony Optimization,2941.34,6.89
34,5,50,Lib Optimization,13938.97,0.75
34,5,50,LKH Algorithm,2369.73,0.36
34,6,50,Nearest Neighbor,4589.78,0.0
34,6,50,Ant Colony Optimization,2923.52,6.88
34,6,50,Lib Optimization,9366.81,0.79
34,6,50,LKH Algorithm,2369.73,0.36
34,7,50,Nearest Neighbor,4589.78,0.0
34,7,50,Ant Colony Optimization,2931.53,6.87
34,7,50,Lib Optimization,14324.82,0.92
34,7,50,LKH Algorithm,2369.73,0.36
34,8,50,Nearest Neighbor,4589.78,0.0
34,8,50,Ant Colony Optimization,2886.5,6.87
34,8,50,Lib Optimization,11441.32,0.67
34,8,50,LKH Algorithm,2369.73,0.36
34,9,50,Nearest Neighbor,4589.78,0.0
34,9,50,Ant Colony Optimization,2960.56,6.87
34,9,50,Lib Optimization,10924.41,0.72
34,9,50,LKH Algorithm,2369.73,0.35
35,0,50,Nearest Neighbor,6913.9,0.0
35,0,50,Ant Colony Optimization,2986.43,6.92
35,0,50,Lib Optimization,11383.13,0.61
35,0,50,LKH Algorithm,2422.95,0.37
35,1,50,Nearest Neighbor,6913.9,0.0
35,1,50,Ant Colony Optimization,2806.94,6.94
35,1,50,Lib Optimization,11986.62,0.77
35,1,50,LKH Algorithm,2422.95,0.37
35,2,50,Nearest Neighbor,6913.9,0.0
35,2,50,Ant Colony Optimization,2798.8,6.88
35,2,50,Lib Optimization,9571.26,0.82
35,2,50,LKH Algorithm,2422.95,0.37
35,3,50,Nearest Neighbor,6913.9,0.0
35,3,50,Ant Colony Optimization,2810.54,6.9
35,3,50,Lib Optimization,13158.71,0.68
35,3,50,LKH Algorithm,2422.95,0.37
35,4,50,Nearest Neighbor,6913.9,0.0
35,4,50,Ant Colony Optimization,2986.43,6.75
35,4,50,Lib Optimization,8408.25,0.85
35,4,50,LKH Algorithm,2422.95,0.37
35,5,50,Nearest Neighbor,6913.9,0.0
35,5,50,Ant Colony Optimization,3000.87,6.66
35,5,50,Lib Optimization,11588.62,0.82
35,5,50,LKH Algorithm,2422.95,0.37
35,6,50,Nearest Neighbor,6913.9,0.0
35,6,50,Ant Colony Optimization,2963.72,6.67
35,6,50,Lib Optimization,12243.57,1.0
35,6,50,LKH Algorithm,2422.95,0.37
35,7,50,Nearest Neighbor,6913.9,0.0
35,7,50,Ant Colony Optimization,2940.49,6.65
35,7,50,Lib Optimization,10374.33,1.11
35,7,50,LKH Algorithm,2422.95,0.36
35,8,50,Nearest Neighbor,6913.9,0.0
35,8,50,Ant Colony Optimization,2773.6,6.65
35,8,50,Lib Optimization,9536.84,0.88
35,8,50,LKH Algorithm,2422.95,0.36
35,9,50,Nearest Neighbor,6913.9,0.0
35,9,50,Ant Colony Optimization,3144.09,6.65
35,9,50,Lib Optimization,9535.52,0.92
35,9,50,LKH Algorithm,2422.95,0.37
36,0,50,Nearest Neighbor,3436.0,0.0
36,0,50,Ant Colony Optimization,2662.51,6.65
36,0,50,Lib Optimization,9871.43,0.76
36,0,50,LKH Algorithm,2282.79,0.36
36,1,50,Nearest Neighbor,3436.0,0.0
36,1,50,Ant Colony Optimization,2735.49,6.65
36,1,50,Lib Optimization,5402.79,1.01
36,1,50,LKH Algorithm,2282.79,0.36
36,2,50,Nearest Neighbor,3436.0,0.0
36,2,50,Ant Colony Optimization,2677.21,6.69
36,2,50,Lib Optimization,8509.63,0.71
36,2,50,LKH Algorithm,2282.79,0.36
36,3,50,Nearest Neighbor,3436.0,0.0
36,3,50,Ant Colony Optimization,2635.55,6.68
36,3,50,Lib Optimization,7944.43,0.8
36,3,50,LKH Algorithm,2282.79,0.36
36,4,50,Nearest Neighbor,3436.0,0.0
36,4,50,Ant Colony Optimization,2613.64,6.67
36,4,50,Lib Optimization,9288.3,0.91
36,4,50,LKH Algorithm,2282.79,0.36
36,5,50,Nearest Neighbor,3436.0,0.0
36,5,50,Ant Colony Optimization,2628.6,6.66
36,5,50,Lib Optimization,9865.13,0.96
36,5,50,LKH Algorithm,2282.79,0.36
36,6,50,Nearest Neighbor,3436.0,0.0
36,6,50,Ant Colony Optimization,2625.99,6.68
36,6,50,Lib Optimization,11690.08,0.35
36,6,50,LKH Algorithm,2282.79,0.36
36,7,50,Nearest Neighbor,3436.0,0.0
36,7,50,Ant Colony Optimization,2627.43,6.65
36,7,50,Lib Optimization,10881.42,0.74
36,7,50,LKH Algorithm,2282.79,0.36
36,8,50,Nearest Neighbor,3436.0,0.0
36,8,50,Ant Colony Optimization,2780.06,6.66
36,8,50,Lib Optimization,14942.26,0.54
36,8,50,LKH Algorithm,2282.79,0.36
36,9,50,Nearest Neighbor,3436.0,0.0
36,9,50,Ant Colony Optimization,2616.3,6.64
36,9,50,Lib Optimization,12335.03,0.82
36,9,50,LKH Algorithm,2282.79,0.36
37,0,50,Nearest Neighbor,5801.92,0.0
37,0,50,Ant Colony Optimization,2794.31,6.65
37,0,50,Lib Optimization,9134.94,0.98
37,0,50,LKH Algorithm,2298.61,0.34
37,1,50,Nearest Neighbor,5801.92,0.0
37,1,50,Ant Colony Optimization,2819.69,6.64
37,1,50,Lib Optimization,11327.09,0.82
37,1,50,LKH Algorithm,2298.61,0.34
37,2,50,Nearest Neighbor,5801.92,0.0
37,2,50,Ant Colony Optimization,2874.21,6.67
37,2,50,Lib Optimization,8398.65,0.71
37,2,50,LKH Algorithm,2298.61,0.34
37,3,50,Nearest Neighbor,5801.92,0.0
37,3,50,Ant Colony Optimization,2670.99,6.65
37,3,50,Lib Optimization,12022.26,0.62
37,3,50,LKH Algorithm,2298.61,0.34
37,4,50,Nearest Neighbor,5801.92,0.0
37,4,50,Ant Colony Optimization,2722.29,6.66
37,4,50,Lib Optimization,11056.74,0.69
37,4,50,LKH Algorithm,2298.61,0.34
37,5,50,Nearest Neighbor,5801.92,0.0
37,5,50,Ant Colony Optimization,2944.53,6.65
37,5,50,Lib Optimization,10302.72,0.74
37,5,50,LKH Algorithm,2298.61,0.34
37,6,50,Nearest Neighbor,5801.92,0.0
37,6,50,Ant Colony Optimization,2733.42,6.67
37,6,50,Lib Optimization,9252.79,0.65
37,6,50,LKH Algorithm,2298.61,0.34
37,7,50,Nearest Neighbor,5801.92,0.0
37,7,50,Ant Colony Optimization,2717.8,6.73
37,7,50,Lib Optimization,13934.58,0.32
37,7,50,LKH Algorithm,2298.61,0.35
37,8,50,Nearest Neighbor,5801.92,0.0
37,8,50,Ant Colony Optimization,2811.46,6.84
37,8,50,Lib Optimization,11627.11,0.64
37,8,50,LKH Algorithm,2298.61,0.34
37,9,50,Nearest Neighbor,5801.92,0.0
37,9,50,Ant Colony Optimization,2708.25,6.9
37,9,50,Lib Optimization,10895.52,0.74
37,9,50,LKH Algorithm,2298.61,0.35
38,0,50,Nearest Neighbor,6931.31,0.0
38,0,50,Ant Colony Optimization,2738.82,6.87
38,0,50,Lib Optimization,9120.88,1.0
38,0,50,LKH Algorithm,2424.64,0.33
38,1,50,Nearest Neighbor,6931.31,0.0
38,1,50,Ant Colony Optimization,2747.71,6.89
38,1,50,Lib Optimization,11997.32,0.7
38,1,50,LKH Algorithm,2424.64,0.33
38,2,50,Nearest Neighbor,6931.31,0.0
38,2,50,Ant Colony Optimization,2852.03,6.87
38,2,50,Lib Optimization,9739.83,0.77
38,2,50,LKH Algorithm,2424.64,0.33
38,3,50,Nearest Neighbor,6931.31,0.0
38,3,50,Ant Colony Optimization,2858.61,6.88
38,3,50,Lib Optimization,9529.14,1.6
38,3,50,LKH Algorithm,2424.64,0.33
38,4,50,Nearest Neighbor,6931.31,0.0
38,4,50,Ant Colony Optimization,2898.65,6.88
38,4,50,Lib Optimization,13131.39,0.84
38,4,50,LKH Algorithm,2424.64,0.33
38,5,50,Nearest Neighbor,6931.31,0.0
38,5,50,Ant Colony Optimization,2747.71,6.87
38,5,50,Lib Optimization,9639.35,0.81
38,5,50,LKH Algorithm,2424.64,0.33
38,6,50,Nearest Neighbor,6931.31,0.0
38,6,50,Ant Colony Optimization,2719.25,6.9
38,6,50,Lib Optimization,10452.49,0.63
38,6,50,LKH Algorithm,2424.64,0.33
38,7,50,Nearest Neighbor,6931.31,0.0
38,7,50,Ant Colony Optimization,2747.71,6.88
38,7,50,Lib Optimization,7805.9,1.18
38,7,50,LKH Algorithm,2424.64,0.33
38,8,50,Nearest Neighbor,6931.31,0.0
38,8,50,Ant Colony Optimization,2823.24,6.9
38,8,50,Lib Optimization,9877.79,0.87
38,8,50,LKH Algorithm,2424.64,0.33
38,9,50,Nearest Neighbor,6931.31,0.0
38,9,50,Ant Colony Optimization,2790.32,6.88
38,9,50,Lib Optimization,6934.78,0.92
38,9,50,LKH Algorithm,2424.64,0.33
39,0,50,Nearest Neighbor,7650.3,0.0
39,0,50,Ant Colony Optimization,3028.53,6.88
39,0,50,Lib Optimization,15031.76,0.6
39,0,50,LKH Algorithm,2424.3,0.36
39,1,50,Nearest Neighbor,7650.3,0.0
39,1,50,Ant Colony Optimization,3043.42,6.89
39,1,50,Lib Optimization,11766.0,0.67
39,1,50,LKH Algorithm,2424.3,0.36
39,2,50,Nearest Neighbor,7650.3,0.0
39,2,50,Ant Colony Optimization,3134.12,6.86
39,2,50,Lib Optimization,9225.65,0.69
39,2,50,LKH Algorithm,2424.3,0.36
39,3,50,Nearest Neighbor,7650.3,0.0
39,3,50,Ant Colony Optimization,3264.78,6.88
39,3,50,Lib Optimization,10079.62,0.88
39,3,50,LKH Algorithm,2424.3,0.36
39,4,50,Nearest Neighbor,7650.3,0.0
39,4,50,Ant Colony Optimization,3033.59,6.9
39,4,50,Lib Optimization,14286.36,0.66
39,4,50,LKH Algorithm,2424.3,0.36
39,5,50,Nearest Neighbor,7650.3,0.0
39,5,50,Ant Colony Optimization,3256.27,6.91
39,5,50,Lib Optimization,10870.41,0.65
39,5,50,LKH Algorithm,2424.3,0.36
39,6,50,Nearest Neighbor,7650.3,0.0
39,6,50,Ant Colony Optimization,3029.39,6.91
39,6,50,Lib Optimization,12603.32,0.71
39,6,50,LKH Algorithm,2424.3,0.36
39,7,50,Nearest Neighbor,7650.3,0.0
39,7,50,Ant Colony Optimization,3215.7,6.92
39,7,50,Lib Optimization,12757.32,0.77
39,7,50,LKH Algorithm,2424.3,0.36
39,8,50,Nearest Neighbor,7650.3,0.0
39,8,50,Ant Colony Optimization,3254.5,6.88
39,8,50,Lib Optimization,10823.63,1.13
39,8,50,LKH Algorithm,2424.3,0.36
39,9,50,Nearest Neighbor,7650.3,0.0
39,9,50,Ant Colony Optimization,2934.98,6.84
39,9,50,Lib Optimization,12108.53,0.63
39,9,50,LKH Algorithm,2424.3,0.36
40,0,50,Nearest Neighbor,11901.08,0.0
40,0,50,Ant Colony Optimization,3087.96,6.83
40,0,50,Lib Optimization,11987.92,0.74
40,0,50,LKH Algorithm,2613.06,0.35
40,1,50,Nearest Neighbor,11901.08,0.0
40,1,50,Ant Colony Optimization,3192.88,6.81
40,1,50,Lib Optimization,10685.52,0.63
40,1,50,LKH Algorithm,2613.06,0.35
40,2,50,Nearest Neighbor,11901.08,0.0
40,2,50,Ant Colony Optimization,3114.51,6.68
40,2,50,Lib Optimization,10322.71,0.82
40,2,50,LKH Algorithm,2613.06,0.35
40,3,50,Nearest Neighbor,11901.08,0.0
40,3,50,Ant Colony Optimization,3168.97,6.83
40,3,50,Lib Optimization,12560.09,0.83
40,3,50,LKH Algorithm,2613.06,0.35
40,4,50,Nearest Neighbor,11901.08,0.0
40,4,50,Ant Colony Optimization,3058.67,6.68
40,4,50,Lib Optimization,11870.91,0.72
40,4,50,LKH Algorithm,2613.06,0.35
40,5,50,Nearest Neighbor,11901.08,0.0
40,5,50,Ant Colony Optimization,3111.47,6.68
40,5,50,Lib Optimization,11752.26,0.7
40,5,50,LKH Algorithm,2613.06,0.35
40,6,50,Nearest Neighbor,11901.08,0.0
40,6,50,Ant Colony Optimization,3160.24,6.67
40,6,50,Lib Optimization,10495.95,0.7
40,6,50,LKH Algorithm,2613.06,0.35
40,7,50,Nearest Neighbor,11901.08,0.0
40,7,50,Ant Colony Optimization,3136.68,6.71
40,7,50,Lib Optimization,12252.99,0.74
40,7,50,LKH Algorithm,2613.06,0.35
40,8,50,Nearest Neighbor,11901.08,0.0
40,8,50,Ant Colony Optimization,3148.85,6.69
40,8,50,Lib Optimization,11755.45,0.62
40,8,50,LKH Algorithm,2613.06,0.35
40,9,50,Nearest Neighbor,11901.08,0.0
40,9,50,Ant Colony Optimization,3185.59,6.67
40,9,50,Lib Optimization,12607.84,0.72
40,9,50,LKH Algorithm,2613.06,0.35
41,0,50,Nearest Neighbor,5887.78,0.0
41,0,50,Ant Colony Optimization,3243.8,6.66
41,0,50,Lib Optimization,11569.35,0.98
41,0,50,LKH Algorithm,2530.65,0.35
41,1,50,Nearest Neighbor,5887.78,0.0
41,1,50,Ant Colony Optimization,3253.63,6.7
41,1,50,Lib Optimization,13181.91,0.52
41,1,50,LKH Algorithm,2530.65,0.35
41,2,50,Nearest Neighbor,5887.78,0.0
41,2,50,Ant Colony Optimization,3075.27,6.67
41,2,50,Lib Optimization,11633.13,0.9
41,2,50,LKH Algorithm,2530.65,0.35
41,3,50,Nearest Neighbor,5887.78,0.0
41,3,50,Ant Colony Optimization,3121.15,6.67
41,3,50,Lib Optimization,14335.22,1.22
41,3,50,LKH Algorithm,2530.65,0.35
41,4,50,Nearest Neighbor,5887.78,0.0
41,4,50,Ant Colony Optimization,3087.48,6.67
41,4,50,Lib Optimization,10358.62,0.8
41,4,50,LKH Algorithm,2530.65,0.35
41,5,50,Nearest Neighbor,5887.78,0.0
41,5,50,Ant Colony Optimization,3232.97,6.8
41,5,50,Lib Optimization,11935.49,0.65
41,5,50,LKH Algorithm,2530.65,0.37
41,6,50,Nearest Neighbor,5887.78,0.0
41,6,50,Ant Colony Optimization,3188.03,6.66
41,6,50,Lib Optimization,11195.03,0.82
41,6,50,LKH Algorithm,2530.65,0.35
41,7,50,Nearest Neighbor,5887.78,0.0
41,7,50,Ant Colony Optimization,3301.4,6.66
41,7,50,Lib Optimization,11774.23,0.75
41,7,50,LKH Algorithm,2530.65,0.35
41,8,50,Nearest Neighbor,5887.78,0.0
41,8,50,Ant Colony Optimization,2986.05,6.64
41,8,50,Lib Optimization,16518.43,0.89
41,8,50,LKH Algorithm,2530.65,0.35
41,9,50,Nearest Neighbor,5887.78,0.0
41,9,50,Ant Colony Optimization,3070.9,6.69
41,9,50,Lib Optimization,12644.03,0.73
41,9,50,LKH Algorithm,2530.65,0.35
42,0,50,Nearest Neighbor,5361.62,0.0
42,0,50,Ant Colony Optimization,3003.95,6.66
42,0,50,Lib Optimization,10377.13,0.62
42,0,50,LKH Algorithm,2551.14,0.35
42,1,50,Nearest Neighbor,5361.62,0.0
42,1,50,Ant Colony Optimization,3150.79,6.65
42,1,50,Lib Optimization,11167.44,0.87
42,1,50,LKH Algorithm,2551.14,0.35
42,2,50,Nearest Neighbor,5361.62,0.0
42,2,50,Ant Colony Optimization,3034.55,6.72
42,2,50,Lib Optimization,9423.34,0.82
42,2,50,LKH Algorithm,2551.14,0.35
42,3,50,Nearest Neighbor,5361.62,0.0
42,3,50,Ant Colony Optimization,3309.15,6.82
42,3,50,Lib Optimization,11015.47,1.03
42,3,50,LKH Algorithm,2551.14,0.35
42,4,50,Nearest Neighbor,5361.62,0.0
42,4,50,Ant Colony Optimization,2994.65,6.91
42,4,50,Lib Optimization,11249.76,0.88
42,4,50,LKH Algorithm,2551.14,0.35
42,5,50,Nearest Neighbor,5361.62,0.0
42,5,50,Ant Colony Optimization,2943.25,6.9
42,5,50,Lib Optimization,11326.93,1.17
42,5,50,LKH Algorithm,2551.14,0.35
42,6,50,Nearest Neighbor,5361.62,0.0
42,6,50,Ant Colony Optimization,2988.78,6.9
42,6,50,Lib Optimization,7556.18,0.9
42,6,50,LKH Algorithm,2551.14,0.35
42,7,50,Nearest Neighbor,5361.62,0.0
42,7,50,Ant Colony Optimization,2961.77,6.87
42,7,50,Lib Optimization,8672.44,0.84
42,7,50,LKH Algorithm,2551.14,0.35
42,8,50,Nearest Neighbor,5361.62,0.0
42,8,50,Ant Colony Optimization,3090.62,6.89
42,8,50,Lib Optimization,9900.71,0.89
42,8,50,LKH Algorithm,2551.14,0.35
42,9,50,Nearest Neighbor,5361.62,0.0
42,9,50,Ant Colony Optimization,2971.36,6.89
42,9,50,Lib Optimization,13272.25,0.66
42,9,50,LKH Algorithm,2551.14,0.35
43,0,50,Nearest Neighbor,4927.26,0.0
43,0,50,Ant Colony Optimization,2690.19,6.89
43,0,50,Lib Optimization,7803.6,0.67
43,0,50,LKH Algorithm,2375.0,0.35
43,1,50,Nearest Neighbor,4927.26,0.0
43,1,50,Ant Colony Optimization,2482.51,6.86
43,1,50,Lib Optimization,11261.99,0.74
43,1,50,LKH Algorithm,2375.0,0.35
43,2,50,Nearest Neighbor,4927.26,0.0
43,2,50,Ant Colony Optimization,2491.56,6.86
43,2,50,Lib Optimization,10989.83,0.44
43,2,50,LKH Algorithm,2375.0,0.35
43,3,50,Nearest Neighbor,4927.26,0.0
43,3,50,Ant Colony Optimization,2475.56,6.89
43,3,50,Lib Optimization,7660.48,0.87
43,3,50,LKH Algorithm,2375.0,0.35
43,4,50,Nearest Neighbor,4927.26,0.0
43,4,50,Ant Colony Optimization,2781.87,6.87
43,4,50,Lib Optimization,10357.44,0.46
43,4,50,LKH Algorithm,2375.0,0.35
43,5,50,Nearest Neighbor,4927.26,0.0
43,5,50,Ant Colony Optimization,2460.6,6.85
43,5,50,Lib Optimization,10144.47,0.64
43,5,50,LKH Algorithm,2375.0,0.35
43,6,50,Nearest Neighbor,4927.26,0.0
43,6,50,Ant Colony Optimization,2501.19,6.86
43,6,50,Lib Optimization,11875.36,0.67
43,6,50,LKH Algorithm,2375.0,0.35
43,7,50,Nearest Neighbor,4927.26,0.0
43,7,50,Ant Colony Optimization,2610.73,6.85
43,7,50,Lib Optimization,8395.68,0.61
43,7,50,LKH Algorithm,2375.0,0.35
43,8,50,Nearest Neighbor,4927.26,0.0
43,8,50,Ant Colony Optimization,2604.43,6.86
43,8,50,Lib Optimization,11352.36,0.78
43,8,50,LKH Algorithm,2375.0,0.35
43,9,50,Nearest Neighbor,4927.26,0.0
43,9,50,Ant Colony Optimization,2553.9,6.72
43,9,50,Lib Optimization,13692.23,0.66
43,9,50,LKH Algorithm,2375.0,0.35
44,0,50,Nearest Neighbor,7501.38,0.0
44,0,50,Ant Colony Optimization,3349.29,6.72
44,0,50,Lib Optimization,10408.76,0.63
44,0,50,LKH Algorithm,2681.9,0.37
44,1,50,Nearest Neighbor,7501.38,0.0
44,1,50,Ant Colony Optimization,3233.98,6.75
44,1,50,Lib Optimization,9434.44,0.76
44,1,50,LKH Algorithm,2681.9,0.38
44,2,50,Nearest Neighbor,7501.38,0.0
44,2,50,Ant Colony Optimization,3292.94,6.7
44,2,50,Lib Optimization,9632.29,0.81
44,2,50,LKH Algorithm,2681.9,0.37
44,3,50,Nearest Neighbor,7501.38,0.0
44,3,50,Ant Colony Optimization,3153.69,6.7
44,3,50,Lib Optimization,10058.23,0.91
44,3,50,LKH Algorithm,2681.9,0.37
44,4,50,Nearest Neighbor,7501.38,0.0
44,4,50,Ant Colony Optimization,3111.38,6.69
44,4,50,Lib Optimization,15680.61,0.36
44,4,50,LKH Algorithm,2681.9,0.37
44,5,50,Nearest Neighbor,7501.38,0.0
44,5,50,Ant Colony Optimization,3279.14,6.67
44,5,50,Lib Optimization,9744.08,0.69
44,5,50,LKH Algorithm,2681.9,0.37
44,6,50,Nearest Neighbor,7501.38,0.0
44,6,50,Ant Colony Optimization,3235.13,6.66
44,6,50,Lib Optimization,9409.53,0.9
44,6,50,LKH Algorithm,2681.9,0.37
44,7,50,Nearest Neighbor,7501.38,0.0
44,7,50,Ant Colony Optimization,3196.48,6.67
44,7,50,Lib Optimization,10305.52,0.9
44,7,50,LKH Algorithm,2681.9,0.37
44,8,50,Nearest Neighbor,7501.38,0.0
44,8,50,Ant Colony Optimization,2860.89,6.65
44,8,50,Lib Optimization,9276.55,0.84
44,8,50,LKH Algorithm,2681.9,0.37
44,9,50,Nearest Neighbor,7501.38,0.0
44,9,50,Ant Colony Optimization,3205.24,6.64
44,9,50,Lib Optimization,9655.14,0.7
44,9,50,LKH Algorithm,2681.9,0.37
45,0,50,Nearest Neighbor,5689.74,0.0
45,0,50,Ant Colony Optimization,3217.17,6.63
45,0,50,Lib Optimization,9984.53,1.15
45,0,50,LKH Algorithm,2636.49,0.33
